id,question,category,file_name,file_page
1041,كيف أضبط إعدادات الدخول التلقائي للبوابة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
1042,كيف أحدد الوقت اللازم لإخراج المستخدم من النظام؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
1043,كيف أضبط إعدادات إرسال اشعارات الطلبات؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,373
1044,كيف أحدث صورة الختم في خطاب التعريف؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,392
1045,كيف أحدث صورة التوقيع في خطاب التعريف؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,392
1046,كيف أحدد إظهار تاريخ طباعة الخطاب؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,392
1047,كيف أضبط المالحظات في خطاب التعريف باللغتين؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,392
1048,كيف أحدد القيمة الافتراضية للجهة الموجه لها الخطاب؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,392
1049,كيف أضبط إعدادات استطلاع الرأي بعد المشاركة؟,استطلاعات,Priority_Source_2_User Manual HPA-Complete.pdf,396
1050,كيف أحدد وقت نهاية صلاحية استطلاع الرأي؟,استطلاعات,Priority_Source_2_User Manual HPA-Complete.pdf,396
